Video Id,Title,View Count,Length,Channel
93lrosBEW-Q,Jemaine Clement - Shiny (from Moana) (Official Video),570 889 762 katselukertaa,3.25,/@DisneyMusicVEVO
8HLmHOTBb3s,ENSIMMÄISEN STRIIMIVUODEN KLIPPIKOOSTE ✨ 2021,1 895 katselukertaa,8.09,/@shiny2262
W6OOnrx8g58,🔴24/7✨Shiny✨Hunting Bot - Pokémon Emerald | !faq !target !map !guide !download !clips,,,/@40_Cakes
6fFtfanFZ9c,Shiny Hunting and Finishing The Story! The Teal Mask Is Here!,,,/@BeaconofNick
kZELtZsLlq0,I Spent 50 DAYS Shiny Hunting in Pokémon,11 718 katselukertaa,30.15,/@Thumbus
d0LGa_fc2JY,I Found EVERY NEW Shiny Pokemon in the DLC,11 994 katselukertaa,6.07,/@EternalRadiant
_mpEtG1Ki6I,IS OGRE OUSTIN' WORTH IT? Best Ogre Oustin Mochi Guide & How To Get Shiny Munchlax In Teal Mask DLC!,5 567 katselukertaa,10.08,/@Verlisify
3tXJRKYXOCE,I Caught Every Shiny Pokemon Before Each Gym,7 782 095 katselukertaa,1.17.46,/@JohnstoneYT
SbCl6m4gDR0,Shiny [With Lyrics] | Moana,4 468 133 katselukertaa,4.15,/@BlaiddDrwg2009
W2C0pp8-BUg,✨NEW✨SHINY LEGENDARY - HOME - Shiny Pokemon Giveaway Scarlet Violet Live Stream - SV Distribution,,,/@shinyden
e-ZuyPTkRPg,I Caught 100 Shiny Pokémon in 24 Hours,263 705 katselukertaa,18.16,/@MYSTlC7
TUuOEfJPYcM,Shiny LEGENDARIES | Union Room Hosting | Pokemon Scarlet Violet Live Stream | SV Live Stream,,,/@shinyden
YYOKMUTTDdA,R.E.M. - Shiny Happy People (Official Music Video),74 286 130 katselukertaa,3.58,/channel/UC7eaRqtonpyiYw0Pns0Au_g
6-4sprFPofI,✨NEW✨SHINY UNION ROOM TEAL MASK DLC | Pokemon Scarlet Violet Live Stream,,,/@takemi_tv
knlw6kFP_RU,Shiny - (DISNEY METAL VERSION) ~ Moana cover by Jonathan Young,11 021 250 katselukertaa,3.02,/@jonathanymusic
VOXZaIvLHJ4,Shiny Reanimated,6 196 817 katselukertaa,8.01,/@SchaffrillasProductions
iYt71vcinFg,Moana | Shiny {Full-Sequence Multilanguage},2 209 711 katselukertaa,3.02,/@MLPReshiram98
